"","QBC-092","QBC-256","QBC-107","QBC-171","QPRC-110","QBC-240","QPRC-019","QBC-183","QBC-086","QPRC-039","QBC-232","QPRC-104","QBC-119","QBC-269","QBC-247","QBC-031","QBC-268","QBC-173","QBC-210","QPRC-108","QPRC-115","QIGR-005","QBC-264","QBC-286","QPRC-012","QPRC-106","QBC-205","QBC-046","QBC-018","QBC-170","QBC-174","QBC-035","QBC-064","QBC-179","QBC-280","QBC-166","QBC-267","QBC-015","QPRC-101","QBC-242","QBC-241","QBC-038","QBC-008","QBC-229","QPRC-047","QBC-080","QPRC-008","QBC-260","QBC-298","QBC-095","QPRC-064","QBC-003","QBC-294","QBC-270","QBC-058","QBC-207","QPRC-005","QBC-243","QBC-049","QIGR-026","QBC-239","QBC-200","QBC-051","QBC-178","QBC-017","QBC-139","QBC-062","QPRC-059","QBC-252","QPRC-025","QBC-078","QBC-262","QBC-204","QPRC-010","QPRC-021","QPRC-096","QPRC-116","QBC-251","QBC-213","QBC-303","QBC-002","QBC-263","QPRC-060","QBC-023","QBC-255","QPRC-102","QPRC-003","QPRC-006","QPRC-041","QBC-203","QBC-223","QBC-246","QBC-284","QBC-289","QPRC-048","QBC-272","QBC-167","QBC-105","QBC-141","QBC-261","QBC-299","QBC-192","QBC-001","QBC-287","QBC-036","QBC-254","QBC-053","QPRC-009","QBC-257","QBC-212","QBC-165","QPRC-007","QBC-054_r1","QBC-258","QPRC-120","QBC-222","QBC-233","QBC-043","QBC-024","QPRC-111","QBC-020","QBC-244","QBC-206","QBC-216","QPRC-013","QBC-014","QBC-285","QIGR-009","QBC-126","QBC-016","QPRC-004","QBC-077","QBC-228","QBC-201","QBC-276","QPRC-042","QBC-159","QBC-044","QPRC-105","QBC-296","QBC-209","QBC-250","QBC-235","QBC-265","QBC-113","QBC-019","QBC-277","QPRC-095","QBC-068","QIGR-042","QBC-288","QBC-211","QBC-104","QPRC-098","QBC-278","QBC-197"
"QPRC-064",0,0,0.00217642479257313,0,0,0,0.0261183837229304,0.0104298869360039,0,0,0,0.0019006027013218,0,0.0236949566481836,0,0,0,0.00257687499730958,0,0,0.00731062571920811,0,0.00344809565822617,0.0140283133436021,0,0,0,0.00339648535336898,0,0,0,0.00959215048913364,0,0,0.0342887793792448,0,0.00613368072648789,0,0.00226327713559824,0,0,0,0,0,0,0.00199015287002712,0,0,0.0102773549715862,0.00315645696905699,0.5,0,0.00303544044617243,0,0,0,0.0179800023063387,0,0,0,0,0.0119388088627299,0.0155641892204625,0,0,0.00266890042079264,0.00280355757185528,0.00969339293613655,0.00812237836249867,0,0,0.00329271166189083,0.00215057371544774,0,0,0.0221519011799528,0,0,0.00576781473436505,0.00973133062931237,0,0,0.00708890816946499,0.00378191426268327,0,0,0,0,0.0199539938330119,0.00564129407779413,0.0018189031018526,0.00732862554662658,0,0,0.0220003390323081,0.00338247598355786,0,0.00370829453415924,0.0183787670238175,0.00174608036858185,0.00371557730000102,0,0,0,0.00601317993479491,0,0,0.017551895156228,0.00244026503869336,0,0,0,0,0,0.0183048973591412,0.00342639874443772,0,0,0,0.00656374978575023,0,0,0,0,0.0168642499118651,0,0.00371464787098282,0.00211579436732673,0.0162639076383694,0,0,0,0,0.0246043376687688,0.00129884086369643,0.0247052519059423,0,0,0,0,0,0,0.00661339105910983,0,0,0,0.00417130367803428,0,0,0.0051947472316799,0.0423825701219889,0.0245342080446051,0,0,0,0
"QBC-003",0,0,0,0,0,0.00540243096731072,0,0,0,0.00249871625687156,0,0,0.0333440055618424,0,0.0245975740332798,0,0.039452575758013,0,0.0389707689660773,0,0,0,0,0,0,0,0,0,0.0262130452453136,0.0103001914824894,0,0,0.00144672284615601,0.0260405621975351,0,0.00263064115770992,0,0,0,0.00373603092048131,0.00369545984696963,0.0120527283956286,0,0,0,0,0,0,0,0,0,0.5,0,0.0138263709058567,0.0037169076663959,0,0,0,0,0,0,0,0,0,0.0276139714856245,0,0,0,0,0,0,0,0,0.0345243855747218,0.00329208914627188,0,0.0309590659073893,0,0,0,0,0,0,0,0.0379573061875121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337794767209401,0,0,0,0,0,0,0,0.00232265266388822,0.0102234938433731,0,0.00195566893922664,0,0,0,0,0.0379176936415337,0,0,0,0.02930092831635,0,0,0,0.00452173909427635,0,0,0,0,0,0,0,0,0,0,0.00681933057212987,0.00318946877891511,0,0,0,0.0370517104899315,0,0.039941555551297,0,0.0163201692484918,0,0,0.00501146851220428,0,0,0,0.00762414747159733,0,0,0.00425749267301246
"QBC-294",0,0,0,0,0,0,0.00467840231933438,0,0,0,0,0,0,0.00624133630055608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184756954376216,0,0,0.00356800793755997,0,0.00254298310076271,0,0.00208624805452394,0,0,0,0,0,0,0,0,0,0.00338177305194796,0.0019782392971688,0.00303544044617243,0,0.5,0,0,0,0.00720180204055542,0,0,0,0,0,0.00568302776896794,0,0,0,0,0.00500815867018424,0.00448715630582826,0,0,0.0034226842343446,0,0,0,0.0053352147299045,0,0,0,0.00501344018381777,0,0,0.00199531344565851,0.00235804936718065,0,0,0,0,0.0225210671730561,0,0,0.00293585760274987,0,0,0.0174756035421391,0,0.00152150283923039,0,0.0104279220570804,0,0,0,0,0,0,0.00201206608731148,0,0.00580581441785383,0,0,0,0,0,0,0.00662638955970517,0,0,0,0,0,0,0,0,0,0.00657356274487366,0,0,0,0.00437297076929408,0.00199455574010728,0,0,0,0.00394794091199262,0,0.00669612941951583,0,0,0,0.00379123103564631,0,0,0.00406382776208692,0,0,0,0,0.00133176265567898,0,0.00184620796404491,0.00203284757448784,0.0146529799832437,0,0,0.00213620903656356,0
"QBC-270",0.00324950370030009,0,0,0,0,0.00197221178823334,0,0,0,0.00396847970434612,0,0,0.0214266597812757,0,0.0147811264837471,0,0.0355584856036235,0,0.0335406556712255,0,0,0,0,0,0,0,0,0,0.0169070087165235,0.0116192410992651,0,0,0,0.0258790024779541,0,0.00234268634451119,0,0,0,0,0,0.0122541690755915,0,0,0,0,0,0,0,0,0,0.0138263709058567,0,0.5,0.00293148882569328,0,0,0,0,0,0,0,0,0,0.0240745932003542,0,0,0,0,0,0,0,0,0.0357543692021006,0,0,0.0294294084410507,0,0,0,0,0,0,0,0.0335685560429111,0.00223679116265177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195766401475898,0,0,0,0,0,0,0,0,0.0100016589277419,0,0.00387961316978201,0,0,0,0,0.0351639510995849,0,0,0,0.027997030951373,0,0,0,0.00371760942762527,0,0,0,0,0,0,0,0,0,0,0.00872949874354623,0,0,0,0,0.0327053550011904,0,0.0371112366968974,0.00232180899727263,0.0184476098467005,0,0,0.00434069443871944,0,0,0,0.0067409218598773,0,0.00343312851341536,0.00908531267952389
"QBC-058",0.00229600355653991,0,0,0,0.00249815021420553,0.0109519908570785,0,0,0.00249375606341335,0,0,0,0.0108218280881409,0,0.0141742981927339,0,0.0111425766627948,0,0.00971971727791998,0,0,0,0,0,0.00282179336177168,0,0.00252437424796796,0,0.00959049391344452,0.00179042850164101,0,0,0,0.00914050485581995,0,0.00160614270620949,0,0,0,0.00727381508263002,0.00815447969452316,0.0126589090379802,0,0,0,0,0,0,0,0,0,0.0037169076663959,0,0.00293148882569328,0.5,0,0,0,0,0,0,0,0,0,0.0102166156184437,0,0,0,0,0.00283491588329502,0,0,0,0.00988987785938626,0.00907416400394982,0,0.00580028445120113,0,0,0,0.00507436496517395,0,0,0,0.00865326908790547,0.00266969393641523,0,0,0,0,0,0,0,0.00317929772042275,0,0,0.00280538716306687,0,0,0,0,0,0,0,0,0,0.00294287917312128,0,0,0,0.00298034532469157,0,0.00371494494788197,0.00360741086519755,0,0,0.0046110441700506,0.0100730292252154,0.0032710476148346,0,0,0.00744957386373902,0,0,0,0.00666169662672999,0,0,0,0,0.00872601426181557,0,0.00874725372581182,0,0,0,0.00211670546015883,0.0105727149810505,0,0,0,0.0112651947553887,0,0.00858303404236097,0.00123004405539876,0.00141487900184129,0,0,0.00403688304073709,0,0,0,0.00260193846001901,0,0,0
"QBC-207",0.00281848071994106,0,0,0,0.012152035336166,0,0,0,0.00947016111758069,0.00216250429904739,0,0,0,0,0,0,0,0.00188017529977294,0,0.0116325501846431,0,0,0,0,0.00795543306029392,0,0.00691264445908885,0,0,0.00786656506990547,0.00255480799187679,0,0,0,0,0.00248931680387802,0,0.00474475631469739,0,0.00936481074490833,0.00915380911922304,0,0,0,0.00677899503641041,0,0.00864314258266617,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.00890938812396959,0,0,0.00835172468095104,0,0,0,0,0,0.00691776125329201,0.00868967856232948,0,0,0,0.00399327110564389,0,0,0.00371296592982439,0,0,0.00794145586137038,0,0,0,0,0.00881044024234898,0.0107988799903352,0,0,0,0,0,0.010819350647276,0.00746719496303002,0,0,0.00500426671507383,0.00235429901600949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800899558042314,0,0,0.00989554661635093,0,0.012964532787523,0,0.00235417185712253,0,0.00121167938018781,0.00559010404370321,0,0.00239242162127267,0,0,0,0,0.0119031676615633,0.00220022689357656,0.00844748657518716,0,0,0,0,0.00227529001317683,0,0,0,0,0,0,0,0,0,0.00504951600325861,0,0,0,0,0,0,0.00239991854822296,0
"QPRC-005",0,0,0.00334301393262117,0.00555462259580512,0,0,0.0197947412320365,0.00863376217099128,0,0,0.0026444803515017,0,0,0.0245375387430843,0,0,0,0.00340184524253316,0,0,0.00744821127017072,0,0.00705756753349473,0.0115471443766874,0,0,0,0.00260957169815864,0,0,0,0.00422161895096335,0,0,0.0233515919081852,0,0.00408100482633245,0,0,0,0,0,0,0.00340174266604308,0,0,0,0,0.00420003064591425,0.00283648945833246,0.0179800023063387,0,0.00720180204055542,0,0,0,0.5,0,0,0,0,0.00359338667389995,0.0221435379143123,0,0,0,0,0.0282334749352033,0.0372451380679679,0,0,0.00366535910694567,0.00359466827638398,0,0,0.0190193159840107,0,0,0.00227243475619955,0.00922971452540705,0,0,0.00785163715278955,0.0061217585103709,0,0,0,0,0.042244406809528,0,0,0.00500824150149013,0,0,0.0428675879219757,0,0,0,0.00981542087244516,0.00196896188869611,0.00207838062604465,0,0,0,0.00306659141151321,0,0,0.0284678017441182,0,0,0,0.00444963363074248,0,0,0.0306664234024757,0.0046045806410729,0,0,0,0.00922776519851819,0,0,0,0,0.0234591067489627,0,0.00371233021718999,0,0.033745176879164,0,0,0,0,0.0324034159137345,0.00283436675219905,0.0299840636535451,0,0,0,0,0,0,0.00815567883878264,0,0,0,0,0,0,0.00563517046567615,0.00331694184049281,0.0305647562119947,0,0,0,0
"QBC-243",0,0,0,0,0,0,0,0.00181795128050283,0.00170663990107118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239319349376232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193631474255269,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.00231830299662413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210856724202159,0,0,0,0.00255524498768302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370840958893427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024857227262152,0
"QBC-049",0,0.00792327213946396,0.00371496858725678,0,0,0,0.00370925713030986,0.0021453874474328,0,0,0.00729215661274761,0,0,0,0,0,0,0.00371278539709624,0,0,0.00646651236523472,0.00753916154581818,0,0.00246859127891478,0,0,0,0.0037151354730279,0,0,0,0.00324674480782552,0,0,0,0,0.00596225536597655,0,0.00370841393090645,0,0,0,0,0.00180800666583896,0,0.0110732652955035,0,0.0063227091442643,0.00371438069481152,0,0,0,0,0,0,0,0,0,0.5,0,0,0.00963235844398167,0.00347296641568819,0,0,0.00570565849734045,0.00381443813877523,0.00484312607631676,0,0,0,0,0.00299715055383446,0,0,0,0,0,0.0190900614833946,0.00296816147547669,0,0,0,0.00183989355691427,0,0,0,0,0,0.0426213713320842,0.00322155411234696,0,0,0,0,0.0116911124551468,0,0.0076146670196183,0.00506126625439336,0.0055077456372117,0.00778292254776267,0,0,0.00220054888440271,0.0033269877695965,0,0,0,0.00357524958457396,0,0,0.0126608059823233,0,0,0,0.0226198744174366,0,0,0,0.00175375131406213,0.0020723439496111,0,0.00345870556673362,0,0,0,0.00383319474761292,0.00897455688242986,0,0.00767818579232605,0,0,0,0,0.00814522628049443,0.00284728952578963,0,0,0.002948294026279,0,0.00371464440140872,0,0.0146038282640977,0,0,0,0.00444588162479047,0,0,0.00237425785176208,0,0,0,0,0,0
"QIGR-026",0,0,0,0,0.00223605973191704,0,0,0,0.00316319449620851,0,0,0,0,0,0,0,0,0,0,0.00258677485451749,0,0.00501635688086418,0,0,0.00327168659201603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016581696207493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.00134692734027985,0,0,0,0,0,0,0,0,0,0,0,0.00354662349027408,0,0,0,0,0,0,0,0.00244865696536387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396899070087762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296424211588693,0,0,0,0,0,0.00254581124025205,0,0,0,0,0,0.00300259972525691,0,0.00188929410051167,0,0,0,0.0021496731844094,0,0,0,0,0,0,0,0,0,0,0
"QBC-239",0,0,0,0.00547178049442704,0.00853772875635528,0,0,0,0.00931143466297338,0,0,0,0,0,0,0,0,0,0,0.00715846584416574,0,0,0,0,0.00640418671386567,0,0.00422501680765141,0,0,0.00371690509843778,0,0,0,0,0,0.00236688698933956,0,0.00396283853370358,0,0.0102505722463362,0.00660599141982859,0.00158160120075188,0,0,0.00253861587651712,0,0.00548776731005464,0,0,0,0,0,0,0,0,0.00890938812396959,0,0.00231830299662413,0,0.00134692734027985,0.5,0,0,0.00235727073280139,0,0,0,0,0,0.00654362194127223,0.0037084403360537,0,0,0,0.00897207456437138,0,0,0,0,0,0.00224879342551095,0,0,0,0,0,0.01058159002057,0,0,0,0,0,0.00768427540165374,0.00543008695541825,0,0,0.017638848619605,0,0,0,0,0,0,0,0,0,0,0,0,0.00279930843466569,0.00111149607633205,0,0,0.0257730733038161,0,0,0.00998047342092816,0,0.00950788722570833,0,0,0,0.00440509367643519,0.00404895713450762,0,0.00392038361285576,0,0,0,0,0.0056761425415699,0,0.00505216611373678,0,0,0,0,0.00575021101849301,0,0,0,0,0,0,0.00296600389218952,0,0,0.00262928602413597,0,0,0,0,0,0,0,0
"QBC-200",0,0.00369941327400239,0.00809294009170404,0,0,0,0.00239020046094275,0.00285259501474737,0,0,0.00504680888248823,0,0,0.00813764632908727,0,0,0,0.00370817912291733,0,0,0.00337949072208187,0.0064011252078892,0.00221376007700339,0.0103508349574348,0,0,0.00118949762685717,0.00647332407326231,0,0,0.00242885014667963,0.0115854045811324,0,0,0.00498558517059073,0,0.00455806079011152,0,0.0057358663420494,0,0,0,0,0.00381464632802655,0,0.00704875095785798,0,0.00468122975954699,0.00398737874847419,0.00371237091544361,0.0119388088627299,0,0,0,0,0,0.00359338667389995,0,0.00963235844398167,0,0,0.5,0.0095589371260147,0,0,0.00315450912840731,0,0.00670840384695019,0.00371830818993332,0,0,0.00397272151347032,0.00858640735590097,0,0,0.00802844868201444,0,0,0.00593656421629847,0.00920136195455069,0,0,0.00685522289618878,0.0037152538522491,0,0,0,0,0.00371137181654291,0.0105187073045885,0,0.0032078000537719,0,0,0.00584363068227189,0.00421228773357135,0,0.00528962227126032,0.00556756521046914,0.00167884184645722,0.00371771761393835,0,0,0.00352276102371581,0.00622805610768057,0,0,0.00202099730942643,0.0037139400396622,0,0,0.00371591299518277,0,0,0.00918624094310066,0.00604849884210332,0,0,0,0.00332744536505559,0,0,0.00292223781209653,0,0,0,0.00371379313039905,0.00370882275827103,0.00568947541783689,0.00371036053960914,0,0,0,0.00371287710078115,0.00185510329151023,0.00371537232586363,0,0,0.00524651231027335,0,0,0,0.0052754026458526,0,0,0,0.00300212301434488,0,0,0.00371540449740606,0.0059109586085397,0.00426918463147194,0,0,0,0
"QBC-051",0,0.00241092021245904,0.00359183514437371,0.00279925993048034,0,0,0.0242297038910856,0.00645016832214082,0,0,0.00205763169055349,0,0,0.0459992033583073,0,0,0,0.00371294900160996,0,0,0.00333644955980731,0,0.00267654700249144,0.023587468223771,0,0,0,0.00251028571580913,0,0,0.00370933284691759,0.00763693201690542,0,0,0.0247113315527634,0,0.00415905630977176,0,0.002087878866018,0,0,0,0,0,0,0,0,0.00218621898966842,0.011535581205014,0.00704801836648037,0.0155641892204625,0,0.00568302776896794,0,0,0,0.0221435379143123,0,0.00347296641568819,0,0,0.0095589371260147,0.5,0.00254880317111685,0,0,0.00387806277300103,0.0249151507969468,0.00995248840088259,0,0,0.0023592371935437,0,0,0,0.0211389204639909,0,0,0.00371369900013886,0.005694029451117,0,0,0.00509286858839684,0.00490033657593278,0,0,0,0,0.0165770665365013,0.00326725228274232,0,0,0,0,0.0209799587299389,0,0,0.00246641619724434,0.0386615618587473,0,0.00380177633736853,0,0,0,0.00299543650682518,0,0,0.0174545664866176,0.0105481268446412,0,0,0.00221950592582012,0,0,0.0217822906916617,0.00609793798306224,0,0,0,0.0027064415046373,0,0,0,0,0.0172259291830086,0,0,0,0.0179711965828373,0.00248977346136211,0,0,0,0.0225545323103047,0.00285219943213978,0.0341517004233199,0,0,0,0,0.00300872608623205,0,0.0232564533726959,0,0,0,0,0,0,0.00733455730500493,0.00685692876252403,0.0157257851959968,0,0,0,0
"QBC-178",0,0,0,0,0.0026774868283577,0,0,0,0.00724179571483309,0,0,0,0,0,0,0,0,0,0,0.00548635980301286,0,0,0,0,0.00349849669569677,0,0.00278998307918137,0,0,0,0,0,0.00221858477615232,0,0,0,0,0.00784299158415076,0,0.00325817201657881,0,0,0,0,0,0,0.00371165302301078,0,0,0,0,0,0,0,0,0.00835172468095104,0,0,0,0,0.00235727073280139,0,0.00254880317111685,0.5,0,0,0,0,0,0.00493519134115029,0,0,0,0,0.00213954338023078,0,0,0.00170766515171661,0,0,0.00191028487494891,0,0.0024219517724095,0,0,0.00371668262616111,0.00272454743314501,0,0,0,0,0,0.00293178504581648,0.00424047678703733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942405134923349,0,0,0.00567497123615673,0,0.0036781232015216,0,0,0,0,0,0,0.00370962362382385,0,0,0,0,0.00333104830864773,0,0,0,0,0,0,0.00187255492816145,0,0,0,0,0.00192007337824374,0,0.00357300134414923,0,0,0.00277877431853928,0,0,0,0,0,0,0,0
"QBC-017",0,0,0,0,0,0.0111838381034226,0,0,0,0.00543152319349955,0,0,0.0346614875149399,0,0.0274705489283835,0,0.0552692331406802,0,0.0490746001421278,0,0,0,0,0,0,0,0,0,0.0364772221211963,0.00435634682503411,0,0,0,0.0377085835789405,0,0,0,0,0,0,0,0.0132650387839327,0,0,0,0,0,0,0,0,0,0.0276139714856245,0,0.0240745932003542,0.0102166156184437,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0480921149385761,0,0,0.0438808176726141,0,0,0,0.00246288035819817,0,0,0,0.0492445822733193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00493004306806595,0,0,0,0,0.0042832026844657,0,0,0.00198017076942177,0.0106389428879306,0,0.00286166853810918,0,0,0,0,0.0559086163614374,0,0,0,0.0381606470217433,0,0,0,0.00393025961144956,0,0,0,0,0,0,0,0,0,0,0.00841305951487156,0.00234157768744341,0,0,0,0.051347703506976,0,0.0467083952986888,0.0023756958579819,0.0253768851572188,0,0,0.00829093063292302,0,0,0,0.00798832386487319,0,0.00275352661579816,0.012789834197235
"QBC-139",0,0,0.00440308317221851,0,0.00294194300847354,0,0,0,0,0,0.0217088616102739,0,0,0,0,0,0,0,0,0,0,0.00418711071985001,0.00219939992615325,0,0,0,0,0,0,0,0.00261869017220005,0.00244827153505127,0,0,0,0,0.0022070184575166,0,0,0,0,0,0.00467610794468571,0,0,0.00239305232400978,0,0.00220559384174435,0.00183332152751459,0.00180749984475733,0.00266890042079264,0,0,0,0,0,0,0,0.00570565849734045,0,0,0.00315450912840731,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00336611502867374,0.00328804025129789,0,0.00397264344361307,0,0.00226122065373897,0,0,0,0,0,0.00585702897932531,0.00225388735857703,0.00350060010730916,0,0,0,0.00489956425579714,0,0.00154672918266814,0,0.00282207291691631,0.00300173504178964,0,0.00180026449211799,0,0.00462905285432166,0,0,0,0.00182142465027706,0,0,0,0,0,0,0.00373399800287752,0,0,0,0,0.00639268619940098,0,0.00419894422293481,0,0,0,0,0.00233081519461936,0,0.00152603937412983,0,0,0,0,0,0,0,0,0,0,0.00261530821764852,0,0,0,0,0,0.00273680005116141,0.00120412204443936,0,0.00154902651062545,0,0,0,0,0,0
"QBC-062",0,0.00328630491185982,0.00371200094888203,0,0,0,0.00235747280527875,0,0,0,0.00410478559144379,0,0,0,0,0,0,0.00309427360621606,0,0,0.00761837400215028,0.00711040742156012,0,0,0,0.00188288532347526,0,0,0,0,0.00281994188276535,0,0,0,0.00355639750162261,0,0.00338221994989458,0,0,0,0,0,0,0.00225981802068862,0,0.0069198666860289,0,0.00278289608846576,0.00442797293966383,0.00234937327781216,0.00280355757185528,0,0,0,0,0,0,0,0.00381443813877523,0,0,0,0.00387806277300103,0,0,0,0.5,0,0,0,0,0.00229767192055114,0.00538326153839489,0,0,0,0,0,0.00389038141482188,0.00490284868646075,0,0.00582177498124767,0,0.00853893565153017,0,0,0,0,0.00370977309994407,0.00174831667048341,0.00371003216668219,0.00346173390490754,0,0,0,0.00331228448745152,0,0,0,0.00273047499061087,0.00338587261934764,0,0,0.00371066599316314,0.0032451744851165,0.00357304446553664,0,0,0.00412564622153499,0,0,0.00314815660373734,0,0,0,0.0097313631598458,0,0,0,0,0,0,0.00213795612775511,0,0,0,0.00424089151044729,0.00318772314038741,0.00215001944057214,0,0,0,0,0.00220546159366418,0.00240312137893853,0.00226337723193609,0,0,0.00185664991127579,0,0.00399993075281493,0,0.00527341897401347,0,0,0,0.00397638947785566,0,0,0.00307497473036638,0,0,0,0,0,0
"QPRC-059",0,0,0,0.00278671452808784,0,0,0.0307404198177024,0.0102568264711474,0,0,0,0,0,0.0284133195243572,0,0.00371274360777473,0,0.00269953219828623,0,0,0.00436022916942852,0.00337651987343985,0.00357812032945496,0.0488249387999519,0,0,0,0.00267389169656602,0,0,0.00325999127447978,0.00474850995090759,0,0,0.0211551308113714,0,0.00367578796934351,0,0.0037153010047717,0,0,0,0,0.00407069679563588,0,0.00226826402152017,0,0,0.00382692816627375,0.00670135936451032,0.00969339293613655,0,0.00500815867018424,0,0,0,0.0282334749352033,0,0.00484312607631676,0,0,0.00670840384695019,0.0249151507969468,0,0,0,0,0.5,0.0122663187794149,0,0,0.00464341335818737,0,0,0,0.0273739900200781,0,0,0.00218081666202009,0.00371804339241868,0,0.00212185746367318,0.00371622738972292,0.00240575586411836,0,0,0,0,0.0202210544667691,0.00370805683030223,0,0.00267399090530233,0,0,0.02299212341713,0,0,0,0.0232151088308467,0,0,0,0,0.0022116990125298,0.00330392953040638,0,0,0.0386090615348584,0.00371017263176247,0,0,0.00215805476693192,0,0,0.0148416141798681,0.00308674185042648,0,0,0,0.00440379845955489,0,0,0,0,0.0439133786503857,0,0,0,0.0475132958908444,0,0,0,0,0.0511673532147798,0.003534565285802,0.0330878236789806,0,0,0,0,0,0,0.0150632028696207,0,0,0,0,0.00163966362862992,0,0.00515217888560181,0,0.0288781738356016,0,0,0,0
"QBC-252",0,0,0,0,0,0,0.020720514182193,0.00371374992744481,0,0,0,0,0,0.0184537099682647,0,0,0,0,0,0,0.00488636551636002,0,0,0.0178792617110671,0,0,0,0,0,0,0,0.00442993474220993,0,0,0.0148422052619104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160716884757886,0.00366589880290775,0.00812237836249867,0,0.00448715630582826,0,0,0,0.0372451380679679,0,0,0,0,0.00371830818993332,0.00995248840088259,0,0,0,0,0.0122663187794149,0.5,0,0,0,0,0,0,0.0146814331143327,0,0,0,0.00371392905312413,0,0,0,0.00271617881805591,0,0,0,0,0.0225558894626389,0,0,0.00177954161732819,0,0,0.0294589242816908,0,0,0,0.00726990676717457,0,0,0,0,0.00146530288459106,0,0,0,0.0191470125456807,0.00345250883057027,0,0,0.00214080169938362,0,0.00147384426964348,0.0216924115597524,0.00160168121399395,0,0,0,0.00586367178103968,0,0,0,0,0.0239627510477753,0,0,0.00143795796359938,0.0273796256288955,0,0,0.00213898449061722,0,0.0116997144050209,0,0.0135658939117507,0,0,0,0,0,0,0.00908640342767894,0,0,0,0,0,0,0,0.00644786824687541,0.0178985677738379,0,0,0,0
"QPRC-025",0.00246079580653231,0,0,0,0.0115899862236378,0,0,0,0.00921143272455414,0.00246704228707039,0,0,0,0,0,0,0,0,0,0.0101796434968561,0,0,0,0,0.00880683337242883,0,0.00977336740761531,0,0,0.00682383569623462,0,0,0,0,0,0,0,0.00902776463904782,0,0.0111449551290616,0.0117180069528398,0.00305043461467574,0.00290563983940446,0,0.00232115352667738,0,0.00643750238438869,0,0,0,0,0,0,0,0.00283491588329502,0.00691776125329201,0,0,0,0,0.00654362194127223,0,0,0.00493519134115029,0,0,0,0,0,0.5,0.00517908612064392,0,0,0,0.00698420861040655,0,0,0,0,0,0.0089251186179847,0,0,0,0,0.00332622041551773,0.0110025577622756,0,0,0,0,0,0.00654271887914016,0.010031638362804,0,0,0.00549974969977364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851722874047727,0,0,0.00957027564407724,0,0.0122009426228646,0,0,0,0,0.0107059624470671,0,0.00506889114176204,0,0,0,0,0.0103971893847806,0,0.00744812805148578,0,0,0,0,0.0086061015179314,0,0,0,0,0,0,0,0,0,0.00673864448397781,0,0,0,0,0,0,0,0
"QBC-078",0,0,0,0,0.00278986047357655,0,0,0,0,0,0,0.00135041033312932,0,0,0,0,0,0.00316174545630948,0,0.00195270163115846,0,0,0,0,0.00472005029054099,0,0.00462525016137343,0,0,0,0,0,0,0,0,0,0.00140188958032265,0.00441962128276275,0,0,0,0,0,0,0.00409319712727149,0,0.00396608466334729,0,0,0,0,0,0,0,0,0.00868967856232948,0,0,0,0,0.0037084403360537,0,0,0,0,0,0,0,0,0.00517908612064392,0.5,0.00234886383827529,0,0,0,0,0,0.00210303930143189,0,0,0.00192092176559528,0,0.00286129927369241,0,0,0.00204653276093592,0.00536342331243512,0.00191967402806126,0,0,0,0,0.00371163702764503,0.00339265015202014,0,0,0.00424180980786423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368324125722439,0,0,0.00248616078402669,0,0.00469955550362434,0,0,0,0,0.00304650512383966,0,0,0,0.0021057132110831,0,0,0.00137566007471092,0.00357619018167631,0.00286448557230942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330782068878801,0,0,0,0,0,0,0,0
